0.02500 0 0 0 0 0 0 0 0 0
0.07500 0 0 0 0 0 0 0 0 0
0.12500 0 0 0 0 0 0 0 0 0
0.17500 0 0 0 0 0.00051 0 0 0 0
0.22500 0 0 0 0 0.00601 0 0 0 0
0.27500 0 0 0 0 0.02215 0 0 0 0
0.32500 0 0 0 0 0.04243 0 0 0 0
0.37500 0 0 0 0 0.06175 0 0 0 0
0.42500 0 0 0 0 0.08297 0 0 0 0
0.47500 0 0 0 0 0.10570 0 0 0 0
0.52500 0 0 0 0 0.12693 0 0 0 0
0.57500 0 0 0 0 0.14610 0 0 0 0
0.62500 0 0 0 0 0.15780 0 0 0 0
0.67500 0 0 0 0 0.17115 0 0 0 0
0.72500 0 0 0 0 0.18037 0 0 0 0
0.77500 0 0 0 0 0.18899 0 0 0 0
0.82500 0 0 0 0 0.19498 0 0 0 0
0.87500 0 0 0 0 0.20253 0 0 0 0
0.92500 0 0 0 0 0.20654 0 0 0 0
0.97500 0 0 0 0 0.20948 0 0 0 0
1.02500 0 0 0 0 0.21575 0 0 0 0
1.07500 0 0 0 0 0.21914 0 0 0 0
1.12500 0 0 0 0 0.22192 0 0 0 0
1.17500 0 0 0 0 0.22412 0 0 0 0
1.22500 0 0 0 0 0.22829 0 0 0 0
1.27500 0 0 0 0 0.22971 0 0 0 0
1.32500 0 0 0 0 0.22896 0 0 0 0
1.37500 0 0 0 0 0.23247 0 0 0 0
1.42500 0 0 0 0 0.23065 0 0 0 0
1.47500 0 0 0 0 0.23495 0 0 0 0
1.52500 0 0 0 0 0.23283 0 0 0 0
1.57500 0 0 0 0 0.23602 0 0 0 0
1.62500 0 0 0 0 0.23338 0 0 0 0
1.67500 0 0 0 0 0.23328 0 0 0 0
1.72500 0 0 0 0 0.23282 0 0 0 0
1.77500 0 0 0 0 0.23360 0 0 0 0
1.82500 0 0 0 0 0.23231 0 0 0 0
1.87500 0 0 0 0 0.23145 0 0 0 0
1.92500 0 0 0 0 0.22913 0 0 0 0
1.97500 0 0 0 0 0.23075 0 0 0 0
2.02500 0 0 0 0 0.22755 0 0 0 0
2.07500 0 0 0 0 0.22578 0 0 0 0
2.12500 0 0 0 0 0.22635 0 0 0 0
2.17500 0 0 0 0 0.22362 0 0 0 0
2.22500 0 0 0 0 0.22536 0 0 0 0
2.27500 0 0 0 0 0.22380 0 0 0 0
2.32500 0 0 0 0 0.22253 0 0 0 0
2.37500 0 0 0 0 0.22167 0 0 0 0
2.42500 0 0 0 0 0.22069 0 0 0 0
2.47500 0 0 0 0 0.21712 0 0 0 0
2.52500 0 0 0 0 0.21599 0 0 0 0
2.57500 0 0 0 0 0.21431 0 0 0 0
2.62500 0 0 0 0 0.21506 0 0 0 0
2.67500 0 0 0 0 0.21112 0 0 0 0
2.72500 0 0 0 0 0.20930 0 0 0 0
2.77500 0 0 0 0 0.20953 0 0 0 0
2.82500 0 0 0 0 0.21022 0 0 0 0
2.87500 0 0 0 0 0.20478 0 0 0 0
2.92500 0 0 0 0 0.20421 0 0 0 0
2.97500 0 0 0 0 0.20265 0 0 0 0
3.02500 0 0 0 0 0.20161 0 0 0 0
3.07500 0 0 0 0 0.20438 0 0 0 0
3.12500 0 0 0 0 0.20102 0 0 0 0
3.17500 0 0 0 0 0.20017 0 0 0 0
3.22500 0 0 0 0 0.19754 0 0 0 0
3.27500 0 0 0 0 0.19783 0 0 0 0
3.32500 0 0 0 0 0.19653 0 0 0 0
3.37500 0 0 0 0 0.19349 0 0 0 0
3.42500 0 0 0 0 0.19663 0 0 0 0
3.47500 0 0 0 0 0.19249 0 0 0 0
3.52500 0 0 0 0 0.19019 0 0 0 0
3.57500 0 0 0 0 0.19170 0 0 0 0
3.62500 0 0 0 0 0.18880 0 0 0 0
3.67500 0 0 0 0 0.18608 0 0 0 0
3.72500 0 0 0 0 0.18711 0 0 0 0
3.77500 0 0 0 0 0.18658 0 0 0 0
3.82500 0 0 0 0 0.18373 0 0 0 0
3.87500 0 0 0 0 0.18206 0 0 0 0
3.92500 0 0 0 0 0.18266 0 0 0 0
3.97500 0 0 0 0 0.18230 0 0 0 0
4.02500 0 0 0 0 0.18175 0 0 0 0
4.07500 0 0 0 0 0.18077 0 0 0 0
4.12500 0 0 0 0 0.17844 0 0 0 0
4.17500 0 0 0 0 0.17957 0 0 0 0
4.22500 0 0 0 0 0.17636 0 0 0 0
4.27500 0 0 0 0 0.17714 0 0 0 0
4.32500 0 0 0 0 0.17373 0 0 0 0
4.37500 0 0 0 0 0.17378 0 0 0 0
4.42500 0 0 0 0 0.17283 0 0 0 0
4.47500 0 0 0 0 0.17177 0 0 0 0
4.52500 0 0 0 0 0.17209 0 0 0 0
4.57500 0 0 0 0 0.17015 0 0 0 0
4.62500 0 0 0 0 0.16945 0 0 0 0
4.67500 0 0 0 0 0.16688 0 0 0 0
4.72500 0 0 0 0 0.16663 0 0 0 0
4.77500 0 0 0 0 0.16592 0 0 0 0
4.82500 0 0 0 0 0.16608 0 0 0 0
4.87500 0 0 0 0 0.16487 0 0 0 0
4.92500 0 0 0 0 0.16287 0 0 0 0
4.97500 0 0 0 0 0.16181 0 0 0 0
5.02500 0 0 0 0 0.16289 0 0 0 0
5.07500 0 0 0 0 0.16233 0 0 0 0
