   0.02500    0.00060
   0.07500    0.00240
   0.12500    0.00410
   0.17500    0.00460
   0.22500    0.00540
   0.27500    0.00560
   0.32500    0.00520
   0.37500    0.00490
   0.42500    0.00350
   0.47500    0.00330
   0.52500    0.00330
   0.57500    0.00330
   0.62500    0.00300
   0.67500    0.00360
   0.72500    0.00200
   0.77500    0.00160
   0.82500    0.00090
   0.87500    0.00150
   0.92500    0.00090
   0.97500    0.00080
   1.02500    0.00050
   1.07500    0.00030
   1.12500    0.00120
   1.17500    0.00070
   1.22500    0.00040
   1.27500    0.00090
   1.32500    0.00070
   1.37500    0.00070
   1.42500    0.00010
   1.47500    0.00030
   1.52500    0.00010
   1.57500    0.00010
   1.62500    0.00000
   1.67500    0.00010
   1.72500    0.00020
   1.77500    0.00000
   1.82500    0.00000
   1.87500    0.00000
   1.92500    0.00000
   1.97500    0.00010
   2.02500    0.00000
   2.07500    0.00000
   2.12500    0.00000
   2.17500    0.00000
   2.22500    0.00000
   2.27500    0.00000
   2.32500    0.00000
   2.37500    0.00000
   2.42500    0.00000
   2.47500    0.00000
   2.52500    0.00000
   2.57500    0.00000
   2.62500    0.00000
   2.67500    0.00000
   2.72500    0.00000
   2.77500    0.00000
   2.82500    0.00000
   2.87500    0.00000
   2.92500    0.00000
   2.97500    0.00000
   3.02500    0.00000
   3.07500    0.00000
   3.12500    0.00010
   3.17500    0.00000
   3.22500    0.00000
   3.27500    0.00000
   3.32500    0.00000
   3.37500    0.00000
   3.42500    0.00000
   3.47500    0.00000
   3.52500    0.00000
   3.57500    0.00000
   3.62500    0.00000
   3.67500    0.00000
   3.72500    0.00000
   3.77500    0.00000
   3.82500    0.00000
   3.87500    0.00000
   3.92500    0.00000
   3.97500    0.00000
   4.02500    0.00000
   4.07500    0.00000
   4.12500    0.00000
   4.17500    0.00000
   4.22500    0.00000
   4.27500    0.00000
   4.32500    0.00000
   4.37500    0.00000
   4.42500    0.00000
   4.47500    0.00000
   4.52500    0.00000
   4.57500    0.00000
   4.62500    0.00000
   4.67500    0.00000
   4.72500    0.00000
   4.77500    0.00000
   4.82500    0.00000
   4.87500    0.00000
   4.92500    0.00000
   4.97500    0.00000
   5.02500    0.00000
   5.07500    0.00000
   5.12500    0.00000
   5.17500    0.00000
   5.22500    0.00000
   5.27500    0.00000
   5.32500    0.00000
   5.37500    0.00000
   5.42500    0.00000
   5.47500    0.00000
   5.52500    0.00000
   5.57500    0.00000
   5.62500    0.00000
   5.67500    0.00000
   5.72500    0.00000
   5.77500    0.00000
   5.82500    0.00000
   5.87500    0.00000
   5.92500    0.00000
   5.97500    0.00000
